Title,Year,Make,Model,URL,Transmission,Mileage,Price
Attractive almost new 2013 Perodua Myvi 1.5 SE Hatchback - ready to change owner,2013,Perodua,Myvi,https://www.carlist.my/used-cars/attractive-almost-new-2013-perodua-myvi-1-5-se-hatchback-ready-to-change-owner/2335806,Automatic,7500,"RM 44,000"
2012 Perodua Myvi 1.3 EZi (A) 1 OWNER - LOW MILEAGE 63K - AIR BAG - ABS - PERFACT CONDITION LIKE NEW,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-a-1-owner-low-mileage-63k-air-bag-abs-perfact-condition-like-new/4158290,Automatic,62500,"RM 25,800"
2012 Perodua Myvi 1.5 SE Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback/3938126,Automatic,97500,"RM 31,800"
2013 Perodua MyVi 1.3 SE (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-a/4096337,Automatic,77500,"RM 31,800"
2008 Perodua Myvi 1.3 (A) SE HI-SPEC LEATHER SEAT AIRBAG ABS,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-a-se-hi-spec-leather-seat-airbag-abs/4148109,Automatic,82500,"RM 19,800"
2010 Perodua MyVi 1.3 EZI (A) TIPTOP CONDITION,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-a-tiptop-condition/4174657,Automatic,52500,"RM 20,800"
2012 Perodua Myvi 1.3 SXi Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-sxi-hatchback/4107565,Manual,67500,"RM 25,000"
2008 Perodua Myvi 1.3 SXi Hatchback (MANUAL) 5 SPEED 2 AIRBAG ABS BRAKE FULL IMPORT PASSO SEAT DUAL EXHAUST SPORT,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-sxi-hatchback-manual-5-speed-2-airbag-abs-brake-full-import-passo-seat-dual-exhaust-sport/4125630,Manual,92500,"RM 16,800"
True Year 2010 Perodua Myvi 1.3 SE,2010,Perodua,Myvi,https://www.carlist.my/used-cars/true-year-2010-perodua-myvi-1-3-se/4135844,Automatic,82500,"RM 23,900"
2009 Perodua Myvi 1.3 SE Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-se-hatchback/4121362,Automatic,222500,"RM 25,000"
2015 Perodua Myvi 1.5 Advance Facelift TipTOP LikeNEW,2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-5-advance-facelift-tiptop-likenew/4143620,Automatic,12500,"RM 42,800"
2014 Perodua Myvi 1.3 EZ Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-ez-hatchback/4111486,Automatic,37500,"RM 33,800"
2012 Perodua Myvi 1.3 EZI LAGI BEST,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-lagi-best/4174637,Automatic,52500,"RM 27,800"
2007 Perodua Myvi 1.3 SE Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-se-hatchback/4097878,Manual,152500,"RM 15,000"
2007 Perodua Myvi 1.3 EZi Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback/4096374,Automatic,142500,"RM 20,000"
2014 Perodua Myvi 1.3 SE Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-hatchback/4174372,Automatic,77500,"RM 32,000"
2007 Perodua Myvi 1.3 EZi Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback/3957819,Automatic,172500,"RM 16,000"
2010 Perodua Myvi 1.3 Limited Edition Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-limited-edition-hatchback/3965791,Automatic,102500,"RM 25,000"
2014 Perodua Myvi 1.3 (A) EZI Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-a-ezi-hatchback/4180906,Automatic,47500,"RM 25,500"
2011 Perodua Myvi 1.3 (A) EZi Hatchback,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-a-ezi-hatchback/4149416,Automatic,62500,"RM 19,500"
2017 Perodua Myvi 1.5 (A) CLEAR STOCK PROMOTION DISCOUNT UP TO RM7500 AND ATTRACTIVE FREE GIFT,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-a-clear-stock-promotion-discount-up-to-rm7500-and-attractive-free-gift/3753142,Automatic,1,"RM 45,468"
2012 Perodua Myvi 1.3(A) LAGI BEST ONE LADY OWNER GOOD CONDITION NO REPAIR NEEDED OFFER PRICE,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-a-lagi-best-one-lady-owner-good-condition-no-repair-needed-offer-price/4074873,Automatic,52500,"RM 27,800"
2006 Perodua Myvi 1.3 (A),2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-a/4097788,Automatic,97500,"RM 15,700"
2009 Perodua Myvi 1.3 SE Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-se-hatchback/3976490,Automatic,137500,"RM 20,800"
2011 Perodua Myvi 1.3 EZ Limited Edition,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ez-limited-edition/4180772,Automatic,62500,"RM 26,999"
2013 Perodua Myvi 1.3 EZi Hatchback LAGIBEST FULL BODYKIT 17 INCH SPORT RIM ONE LADY OWNER ORIGINAL PAINT,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-ezi-hatchback-lagibest-full-bodykit-17-inch-sport-rim-one-lady-owner-original-paint/4165312,Automatic,52500,"RM 28,888"
2013 Perodua Myvi 1.5 SE Hatchback 1 LADY OWNER ORI PAINT LOW MILEAGE TIPTOP,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-1-lady-owner-ori-paint-low-mileage-tiptop/4029648,Manual,47500,"RM 27,888"
2010 Perodua Myvi 1.3cc,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3cc/3990432,Automatic,52500,"RM 20,800"
2016 Perodua Myvi 1.5 SE Lady Owner/Full Service,2016,Perodua,Myvi,https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-se-lady-owner-full-service/4046512,Automatic,37500,"RM 41,888"
2017 Perodua Myvi 1.5 SE DISCOUNT UP TO RM7500 AND ATTRACTIVE FREE GIFT,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-se-discount-up-to-rm7500-and-attractive-free-gift/3740073,Automatic,1,"RM 45,468"
2007 Perodua Myvi 1.3 EZ Hatchback (A),2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ez-hatchback-a/3976246,Automatic,122500,"RM 14,000"
2011 Perodua Myvi 1.5 SE Hatchback (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-5-se-hatchback-a/4036839,Automatic,62500,"RM 31,800"
2015 Perodua Myvi 1.3 G Hatchback (A),2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-3-g-hatchback-a/4036838,Automatic,32500,"RM 36,800"
2009 Perodua Myvi 1.3 EZi (A) -- WELL TAKEN CARE --,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-a-well-taken-care/3838592,Automatic,88000,"RM 19,500"
[ Full Loan No GST ] 2013 Perodua Myvi 1.3 EZi (A) One Lady Owner,2013,Perodua,Myvi,https://www.carlist.my/used-cars/full-loan-no-gst-2013-perodua-myvi-1-3-ezi-a-one-lady-owner/4083095,Automatic,62500,"RM 28,800"
2012 Perodua Myvi 1.5 SE Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback/4177215,Automatic,67500,"RM 29,500"
2010 Perodua Myvi 989 SR Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-989-sr-hatchback/4130499,Manual,182500,"RM 24,000"
2007 Perodua Myvi 1.3 (M),2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-m/4120858,Manual,102500,"RM 14,500"
2008 Perodua Myvi 1.3 SX Hatchback (M),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-sx-hatchback-m/4138411,Manual,202500,"RM 16,500"
2012 Perodua Myvi 1.5 SE Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback/3957329,Manual,122500,"RM 29,900"
2007 Perodua Myvi 1.3 SX Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-sx-hatchback/3936805,Manual,192500,"RM 13,200"
2011 (2012-2013) Perodua Myvi 1.5 EZI (A) SE EXTREME,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-2012-2013-perodua-myvi-1-5-ezi-a-se-extreme/4110820,Automatic,62500,"RM 32,800"
2011 Perodua Myvi 1.3 SXi (M) FULSPEC 2 AIRBAGS USB LADY OWNER FULL SERVICE CAR KING,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-sxi-m-fulspec-2-airbags-usb-lady-owner-full-service-car-king/3722350,Manual,67500,"RM 16,700"
2017 Perodua Myvi 1.5 Advance Hatchback (A) NEW CAR,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-advance-hatchback-a-new-car/4037280,Automatic,0,"RM 47,868"
2011 Perodua MyVi 1.3 (M) CHEEP CHEEP SELL TIPTOP,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-m-cheep-cheep-sell-tiptop/4125557,Manual,72500,"RM 15,200"
2009 Perodua Myvi 1.3 (A) EZI EXCELLENT CHEAAP,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-a-ezi-excellent-cheaap/4045935,Automatic,67500,"RM 16,500"
2007 Perodua Myvi 1.3 EZ (Auto) 1 Lady Owner,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ez-auto-1-lady-owner/3579894,Automatic,82500,"RM 14,800"
DEEPAVALI REBATE 7.6K Perodua Myvi 1.5 SE AUTO,2017,Perodua,Myvi,https://www.carlist.my/new-cars/deepavali-rebate-7-6k-perodua-myvi-1-5-se-auto/4159372,Automatic,1,"RM 45,368"
2006 Perodua Myvi 1.3 (A) EZ - PS,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-a-ez-ps/4037347,Automatic,157500,"RM 16,888"
Perodua Myvi 1.3 (M) 2009 SE Model 1 Lady Owner Only Original TipTop Condition Leather Seat,2009,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-m-2009-se-model-1-lady-owner-only-original-tiptop-condition-leather-seat/3993396,Manual,67500,"RM 17,800"
2010 Perodua Myvi 1.3 SE Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-hatchback/4174830,Automatic,72500,"RM 18,888"
2011 Perodua Myvi 1.3 SXi Hatchback,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-sxi-hatchback/4036983,Manual,107500,"RM 22,500"
2013 Perodua Myvi 1.3 (A) EZi - PS,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-a-ezi-ps/4036841,Automatic,7500,"RM 33,800"
2009 Perodua Myvi 1.3 (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-a/3956660,Automatic,182500,"RM 19,000"
2013 Perodua Myvi 1.5 SE FULL LOAN AVAILABLE MUST VIEW AND BELIEVE PINJAMAN PENUH TAK ADA MASALAH,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-full-loan-available-must-view-and-believe-pinjaman-penuh-tak-ada-masalah/4147388,Automatic,62500,"RM 34,800"
2009 Perodua Myvi 1.3 (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-a/3975097,Automatic,127500,"RM 22,000"
"2008 Perodua Myvi 1.3(A) EZi, FACELIFT(REVERSE CAM)",2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-a-ezi-facelift-reverse-cam/4176923,Automatic,92500,"RM 18,800"
"2010 Perodua Myvi 1.3 (A) SE-SPEC,FULL LEATHER SEAT,TWIN AIRBAG,FREE INSURANCE,INSTALLMENT",2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-a-se-spec-full-leather-seat-twin-airbag-free-insurance-installment/4165468,Automatic,72500,"RM 25,800"
2007 Perodua Myvi 1.3 SXi Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-sxi-hatchback/4036858,Manual,87500,"RM 13,000"
2010 Perodua Myvi 1.3 SE Hatchback (A) ADJUSTABLE ONE OWNER LIKE NEW FULL LAON MONTHLY 350,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-hatchback-a-adjustable-one-owner-like-new-full-laon-monthly-350/4057241,Automatic,107500,"RM 22,700"
2006 Perodua Myvi 989 SR Hatchback -- WELL MAINTAINED --,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-989-sr-hatchback-well-maintained/4026916,Manual,82500,"RM 12,800"
NEW 2017 Perodua Myvi 1.5 SE Hatchback,2017,Perodua,Myvi,https://www.carlist.my/new-cars/new-2017-perodua-myvi-1-5-se-hatchback/4166453,Automatic,1,"RM 47,800"
Perodua MyVi 1.3 SE Auto Original Extreme Model Very Good Condition,2014,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-se-auto-original-extreme-model-very-good-condition/4158050,Automatic,47500,"RM 31,800"
2009 Perodua Myvi 1.3 SX Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-sx-hatchback/4119817,Manual,167500,"RM 19,000"
2012 Perodua Myvi 1.5 SE Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback/3989211,Automatic,62500,"RM 33,800"
2010 Perodua Myvi 1.3 EZi Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-hatchback/4148676,Automatic,52500,"RM 20,800"
2009 Perodua Myvi 1.3 SE Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-se-hatchback/4119638,Manual,182500,"RM 19,509"
2013 Perodua Myvi 1.3 SE Hatchback,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-hatchback/4119434,Automatic,82500,"RM 32,000"
2010 Perodua Myvi 1.3 SX Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-sx-hatchback/4094805,Manual,107500,"RM 28,000"
2012 Perodua Myvi 1.5 SE Hatchback SPECIAL EDITION ONE OWNER DVD PLAYER FUL SPEC ORIGINAL CONDITION FULLOAN,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-special-edition-one-owner-dvd-player-ful-spec-original-condition-fulloan/4175807,Automatic,62500,"RM 31,800"
2007 Perodua Myvi 1.3 SE Hatchback MANUAL ONE CAREFUL OWNER ORIGINAL SE LIMITED ORIGINAL CONDITION FULL LEATHER SEATS NO REPAIR NEED,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-se-hatchback-manual-one-careful-owner-original-se-limited-original-condition-full-leather-seats-no-repair-need/4051216,Manual,92500,"RM 15,600"
2017 Perodua Myvi 1.5 SE Hatchback,2017,Perodua,Myvi,https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-se-hatchback/4159485,Automatic,2500,"RM 43,888"
2012 Perodua Myvi 1.5 SE Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback/4159355,Automatic,57500,"RM 32,000"
Perodua Myvi 1.3 EZi LagiBest Facelift Tiptop Fullun,2013,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-ezi-lagibest-facelift-tiptop-fullun/4166933,Automatic,37500,"RM 33,800"
Perodua Myvi 1.5 Advance (A) GPS FULL LEATHER INTEREST 3.1,2015,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-5-advance-a-gps-full-leather-interest-3-1/4178948,Automatic,32500,"RM 42,800"
2010 Perodua Myvi 1.3 EZ (-ps),2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ez-ps/4013992,Automatic,92500,"RM 19,999"
2009 Perodua Myvi 1.3 Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-hatchback/3968998,Automatic,127500,"RM 20,800"
2006 Perodua Myvi 1.3 SX Hatchback,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-sx-hatchback/3926276,Manual,92500,"RM 15,000"
2008 Perodua Myvi 1.3 EZi Hatchback,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-hatchback/3994221,Automatic,177500,"RM 18,800"
2013 Perodua Myvi 1.5 SE Hatchback,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback/4134714,Automatic,67500,"RM 35,000"
2010 Perodua Myvi 1.3 EZi Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-hatchback/4165408,Automatic,62500,"RM 19,800"
2008 Perodua Myvi 1.3 SE Hatchback,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback/4107602,Automatic,82500,"RM 22,200"
2017 Perodua Myvi 1.5 Advance Hatchback,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-advance-hatchback/4035796,Automatic,1,"RM 47,700"
2008 Perodua Myvi 1.3 SE Hatchback (A) USED CAR,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-a-used-car/4089126,Automatic,92500,"RM 22,800"
PERODUA MYVI 1.3 (A)EZI TIP TOP 1 CAREFUL OWNER,2011,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-a-ezi-tip-top-1-careful-owner/3893621,Automatic,57500,"RM 19,900"
"2017 Perodua MyVi 1.5 SE,Full Loan,Cam Recorder,Low Rate,Rebate RM 6000",2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-se-full-loan-cam-recorder-low-rate-rebate-rm-6000/3496878,Automatic,1,"RM 47,800"
2007 Perodua Myvi 1.3 EZ Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ez-hatchback/2331180,Automatic,107500,"RM 20,000"
2015 Perodua MyVi 1.5 (A) SE NICE SPORT RIM  DVD,2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-5-a-se-nice-sport-rim-dvd/4102282,Automatic,32500,"RM 35,300"
2008 Perodua Myvi 1.3 (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-a/3989699,Automatic,112500,"RM 19,800"
2006 Perodua Myvi 1.3 EZ Hatchback,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ez-hatchback/4173223,Automatic,162500,"RM 15,000"
2016 Perodua Myvi 1.5 SE Hatchback,2016,Perodua,Myvi,https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-se-hatchback/4174346,Manual,37500,"RM 39,300"
2008 Perodua Myvi 660cc (M),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-660cc-m/3949949,Manual,137500,"RM 13,500"
2017 Perodua Myvi 1.5 SE Hatchback,2017,Perodua,Myvi,https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-se-hatchback/4119011,Automatic,2500,"RM 42,000"
2007 Perodua Myvi 1.3 EZi Hatchback,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback/4093634,Automatic,117500,"RM 18,500"
2009 Perodua Myvi 1.3 (A) ORI SE LEATHER SEAT EZI,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-a-ori-se-leather-seat-ezi/3955305,Automatic,102500,"RM 18,800"
2007 Perodua Myvi 1.3 (A) EZI NEW 2K PAINT FULL LOAN,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-a-ezi-new-2k-paint-full-loan/4130472,Automatic,107500,"RM 15,000"
2016 Perodua Myvi 1.5 SE Under Warranty,2016,Perodua,Myvi,https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-se-under-warranty/4033440,Automatic,22500,"RM 38,800"
"Perodua Myvi 1.3 EZi (A) Full Spec, Low Mile",2009,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-ezi-a-full-spec-low-mile/4121971,Automatic,87500,"RM 23,800"
2008 Perodua Myvi 1.3 EZi AUTO,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-auto/4164262,Automatic,87500,"RM 21,800"
2008 Perodua Myvi 1.3 EZ Hatchback,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ez-hatchback/4131392,Automatic,232500,"RM 17,000"
2010 Perodua Myvi 1.3 EZi CARKING CONDITION FULLOAN,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-carking-condition-fulloan/4109711,Automatic,87500,"RM 21,800"
2006 Perodua Myvi Private owner,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-private-owner/2359387,Automatic,42500,"RM 21,000"
2007 Perodua Myvi 1.3 EZ - All New Wear&Tear,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ez-all-new-wear-tear/3985214,Automatic,147500,"RM 16,888"
2013 Perodua Myvi 1.3 SE Lady driver,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-lady-driver/4002939,Manual,72500,"RM 32,500"
2014 Perodua Myvi 1.5 SE Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-5-se-hatchback/4114591,Automatic,47500,"RM 38,000"
2006 Perodua Myvi 1.3 EZi Hatchback,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ezi-hatchback/3788917,Automatic,182500,"RM 16,500"
2012 Perodua Myvi 1.3 SXi Hatchback (M),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-sxi-hatchback-m/4130647,Manual,77500,"RM 27,000"
2005 Perodua Myvi 1.3 EZ Hatchback,2005,Perodua,Myvi,https://www.carlist.my/used-cars/2005-perodua-myvi-1-3-ez-hatchback/3892210,Automatic,187500,"RM 15,500"
2017 Perodua Myvi 1.5 SE Hatchback,2017,Perodua,Myvi,https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-se-hatchback/3992822,Automatic,2500,"RM 47,000"
Perodua Myvi 1.5 SE Navi GPS 1 Malay Owner Full Loan ** NO GST **,2014,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-5-se-navi-gps-1-malay-owner-full-loan-no-gst/4160293,Automatic,37500,"RM 33,800"
Perodua Myvi 1.3 FULL SPEC 1 MALAY LADY OWNER FULL LON,2012,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-full-spec-1-malay-lady-owner-full-lon/4012931,Automatic,52500,"RM 25,888"
2013 Perodua Myvi 1.3 EZi (A) FULL LOAN - BLACKL1ST WELCOME - TIP TOP CONDITION - JUST DRIVE AND NO REPAIR,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-ezi-a-full-loan-blackl1st-welcome-tip-top-condition-just-drive-and-no-repair/4142506,Automatic,57500,"RM 24,800"
2010 Perodua Myvi 1.3 EZi - FULL LOAN - BLACKL1ST WELCOME - TIP TOP CONDITION - JUST DRIVE AND NO REPAIR,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-full-loan-blackl1st-welcome-tip-top-condition-just-drive-and-no-repair/3907279,Automatic,92500,"RM 16,800"
2014 Perodua Myvi 1.3 EZ Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-ez-hatchback/3929756,Automatic,47500,"RM 32,188"
2005 Perodua Myvi 1.3 EZi Hatchback,2005,Perodua,Myvi,https://www.carlist.my/used-cars/2005-perodua-myvi-1-3-ezi-hatchback/4168834,Automatic,257500,"RM 14,000"
"Perodua Myvi 1.3 Elegance (A) LIMITED SPEC , LEATHER SEAT , BODYKIT (YEAR MADE 2011)",2011,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-elegance-a-limited-spec-leather-seat-bodykit-year-made-2011/4145742,Automatic,87500,"RM 28,800"
2017 Perodua Myvi 1.5 (A) ADVANCE MILE 15K KM UNDER WARRANTY LIKE NEW,2017,Perodua,Myvi,https://www.carlist.my/used-cars/2017-perodua-myvi-1-5-a-advance-mile-15k-km-under-warranty-like-new/4126764,Automatic,12500,"RM 41,800"
2005 Perodua Myvi 1.3 SX Hatchback,2005,Perodua,Myvi,https://www.carlist.my/used-cars/2005-perodua-myvi-1-3-sx-hatchback/4114289,Manual,499,"RM 11,000"
2010 Perodua Myvi 1.3 SE Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-hatchback/3953976,Automatic,142500,"RM 25,000"
2014 Perodua Myvi 1.5 SE Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-5-se-hatchback/3968160,Automatic,102500,"RM 38,500"
2007 Perodua Myvi 1.3 EZi WITH ABS AIRBAGS,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-with-abs-airbags/3954455,Automatic,112500,"RM 18,800"
2013 Perodua Myvi 1.3 SE ORIGINAL SPECIAL EDITION MODEL,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-original-special-edition-model/3911871,Automatic,72500,"RM 30,800"
2012 Perodua Myvi 1.3 EZ Hatchback,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ez-hatchback/3754378,Automatic,37500,"RM 33,000"
2011 Perodua Myvi 1.3 EZ Hatchback,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ez-hatchback/3691409,Automatic,62500,"RM 35,000"
2011 Perodua Myvi 1.3 EZ Hatchback,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ez-hatchback/3725127,Automatic,67500,"RM 40,200"
